date,station_id,station_name,river,basin,lat,lon,role,stage_m,discharge_m3s,precip_mm,temp_c,sediment_kgm3,area_m2,warn_stage_m,alert_stage_m,warn_q_m3s,alert_q_m3s
2023-06-14,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,52.33,0.4,19.3,2.25,61.0,1130.0,1131.5,2200,4000
2023-06-15,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,52.63,0.0,19.5,2.57,61.3,1130.0,1131.5,2200,4000
2023-06-16,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,53.52,7.4,20.4,2.4,62.3,1130.0,1131.5,2200,4000
2023-06-17,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,55.3,1.2,19.9,2.35,64.2,1130.0,1131.5,2200,4000
2023-06-18,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,54.71,0.0,21.7,2.37,63.6,1130.0,1131.5,2200,4000
2023-06-19,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,54.71,0.5,22.9,2.59,63.6,1130.0,1131.5,2200,4000
2023-06-20,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.26,63.03,9.5,21.0,2.45,72.5,1130.0,1131.5,2200,4000
2023-06-21,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.28,74.63,13.0,17.2,2.32,84.7,1130.0,1131.5,2200,4000
2023-06-22,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.27,72.25,4.4,15.8,2.43,82.2,1130.0,1131.5,2200,4000
2023-06-23,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.3,94.25,16.0,18.9,2.56,105.2,1130.0,1131.5,2200,4000
2023-06-24,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.3,92.47,25.7,21.3,2.46,103.3,1130.0,1131.5,2200,4000
2023-06-25,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.3,90.09,8.5,22.4,2.55,100.9,1130.0,1131.5,2200,4000
2023-06-26,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.32,107.04,1.3,23.9,2.67,118.3,1130.0,1131.5,2200,4000
2023-06-27,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.4,177.8,37.8,21.3,3.15,189.7,1130.0,1131.5,2200,4000
2023-06-28,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.41,195.64,0.6,21.6,3.21,207.3,1130.0,1131.5,2200,4000
2023-06-29,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.38,157.88,0.0,21.2,3.13,169.8,1130.0,1131.5,2200,4000
2023-06-30,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.36,138.85,0.1,23.0,2.65,150.7,1130.0,1131.5,2200,4000
2023-07-01,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.35,133.8,8.5,22.7,2.95,145.6,1130.0,1131.5,2200,4000
2023-07-02,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.34,120.71,3.2,23.6,2.74,132.3,1130.0,1131.5,2200,4000
2023-07-03,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.32,106.44,2.7,24.9,2.67,117.7,1130.0,1131.5,2200,4000
2023-07-04,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.33,118.63,18.7,23.9,2.41,130.2,1130.0,1131.5,2200,4000
2023-07-05,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.33,113.88,0.4,25.3,2.91,125.4,1130.0,1131.5,2200,4000
2023-07-06,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.33,116.25,1.5,25.3,2.48,127.8,1130.0,1131.5,2200,4000
2023-07-07,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.33,111.2,4.6,24.7,2.56,122.6,1130.0,1131.5,2200,4000
2023-07-08,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.3,89.2,6.1,24.1,2.59,99.9,1130.0,1131.5,2200,4000
2023-07-09,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.28,79.09,13.5,22.3,2.37,89.4,1130.0,1131.5,2200,4000
2023-07-10,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.29,83.85,0.5,22.4,2.42,94.4,1130.0,1131.5,2200,4000
2023-07-11,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.28,77.6,0.0,24.2,2.16,87.8,1130.0,1131.5,2200,4000
2023-07-12,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.28,80.28,0.0,25.3,2.39,90.6,1130.0,1131.5,2200,4000
2023-07-13,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.28,77.9,0.6,25.4,2.45,88.1,1130.0,1131.5,2200,4000
2023-07-14,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.29,82.95,12.2,24.6,2.55,93.4,1130.0,1131.5,2200,4000
2023-07-15,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.32,107.04,0.9,23.5,2.6,118.3,1130.0,1131.5,2200,4000
2023-07-16,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.29,87.12,15.7,23.9,2.52,97.8,1130.0,1131.5,2200,4000
2023-07-17,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.26,68.09,0.1,26.7,2.41,77.8,1130.0,1131.5,2200,4000
2023-07-18,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.25,58.28,0.0,25.6,2.21,67.4,1130.0,1131.5,2200,4000
2023-07-19,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.28,75.52,1.0,24.5,2.32,85.7,1130.0,1131.5,2200,4000
2023-07-20,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.31,95.44,0.6,24.3,2.8,106.4,1130.0,1131.5,2200,4000
2023-07-21,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.31,102.58,2.2,23.9,2.5,113.8,1130.0,1131.5,2200,4000
2023-07-22,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.3,88.01,0.0,22.9,2.65,98.7,1130.0,1131.5,2200,4000
2023-07-23,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.27,72.25,0.4,23.3,2.4,82.2,1130.0,1131.5,2200,4000
2023-07-24,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.27,68.39,7.9,22.6,2.53,78.1,1130.0,1131.5,2200,4000
2023-07-25,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.25,59.47,11.2,23.1,2.22,68.7,1130.0,1131.5,2200,4000
2023-07-26,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,54.11,12.4,23.5,2.31,62.9,1130.0,1131.5,2200,4000
2023-07-27,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.23,49.95,0.2,27.8,2.26,58.4,1130.0,1131.5,2200,4000
2023-07-28,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,52.03,0.8,28.2,2.22,60.7,1130.0,1131.5,2200,4000
2023-07-29,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.26,63.03,1.3,26.6,2.36,72.5,1130.0,1131.5,2200,4000
2023-07-30,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.25,56.79,0.0,25.1,2.19,65.8,1130.0,1131.5,2200,4000
2023-07-31,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,41.92,4.0,22.8,2.16,49.7,1130.0,1131.5,2200,4000
2023-08-01,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,42.82,0.0,22.3,2.13,50.7,1130.0,1131.5,2200,4000
2023-08-02,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,40.14,0.0,22.5,2.24,47.8,1130.0,1131.5,2200,4000
2023-08-03,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,36.27,0.5,21.5,2.12,43.5,1130.0,1131.5,2200,4000
2023-08-04,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,34.79,1.3,20.7,1.97,41.9,1130.0,1131.5,2200,4000
2023-08-05,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,33.0,0.0,23.2,2.07,39.9,1130.0,1131.5,2200,4000
2023-08-06,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,37.17,0.6,24.4,2.12,44.5,1130.0,1131.5,2200,4000
2023-08-07,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.26,66.6,13.6,24.3,2.24,76.2,1130.0,1131.5,2200,4000
2023-08-08,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.32,103.47,0.7,23.3,2.79,114.7,1130.0,1131.5,2200,4000
2023-08-09,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.25,61.84,0.1,23.9,2.36,71.2,1130.0,1131.5,2200,4000
2023-08-10,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.27,72.25,12.9,21.7,2.49,82.2,1130.0,1131.5,2200,4000
2023-08-11,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.27,74.03,0.0,24.1,2.31,84.1,1130.0,1131.5,2200,4000
2023-08-12,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.25,61.55,0.4,24.5,2.27,70.9,1130.0,1131.5,2200,4000
2023-08-13,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.23,49.95,0.1,26.8,2.34,58.4,1130.0,1131.5,2200,4000
2023-08-14,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,42.52,5.6,24.2,2.02,50.4,1130.0,1131.5,2200,4000
2023-08-15,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,43.41,3.8,26.1,2.22,51.3,1130.0,1131.5,2200,4000
2023-08-16,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.23,46.98,0.3,23.9,2.21,55.2,1130.0,1131.5,2200,4000
2023-08-17,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,40.44,1.0,23.9,2.11,48.1,1130.0,1131.5,2200,4000
2023-08-18,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,37.76,1.9,24.0,2.15,45.1,1130.0,1131.5,2200,4000
2023-08-19,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,36.27,0.0,20.9,2.02,43.5,1130.0,1131.5,2200,4000
2023-08-20,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,33.6,0.0,22.6,2.13,40.5,1130.0,1131.5,2200,4000
2023-08-21,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,30.33,0.0,24.9,1.96,36.9,1130.0,1131.5,2200,4000
2023-08-22,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.18,27.0,0.0,25.0,1.93,33.1,1130.0,1131.5,2200,4000
2023-08-23,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.18,25.45,0.0,21.5,2.19,31.4,1130.0,1131.5,2200,4000
2023-08-24,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.17,23.61,5.6,22.6,1.97,29.3,1130.0,1131.5,2200,4000
2023-08-25,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.18,26.76,1.2,24.6,1.85,32.9,1130.0,1131.5,2200,4000
2023-08-26,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,36.87,3.3,25.5,2.23,44.2,1130.0,1131.5,2200,4000
2023-08-27,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.17,25.3,0.2,25.1,1.97,31.2,1130.0,1131.5,2200,4000
2023-08-30,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.16,21.68,0.2,24.1,1.67,27.1,1130.0,1131.5,2200,4000
2023-08-31,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.15,17.81,0.0,21.5,1.99,22.6,1130.0,1131.5,2200,4000
2023-09-01,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.16,20.99,0.0,20.4,2.11,26.3,1130.0,1131.5,2200,4000
2023-09-02,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.17,24.08,0.0,21.0,2.07,29.8,1130.0,1131.5,2200,4000
2023-09-03,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.17,22.95,0.0,24.9,2.2,28.5,1130.0,1131.5,2200,4000
2023-09-04,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.16,19.21,0.1,28.2,1.99,24.2,1130.0,1131.5,2200,4000
2023-09-05,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.15,16.65,0.0,28.6,2.04,21.3,1130.0,1131.5,2200,4000
2023-09-06,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.14,15.52,0.0,29.0,1.88,19.9,1130.0,1131.5,2200,4000
2023-09-07,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.13,13.38,2.4,26.8,1.98,17.4,1130.0,1131.5,2200,4000
2023-09-08,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.17,22.24,13.0,24.6,2.18,27.7,1130.0,1131.5,2200,4000
2023-09-09,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,51.44,0.4,23.9,2.29,60.0,1130.0,1131.5,2200,4000
2023-09-10,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.27,68.39,9.1,20.6,2.38,78.1,1130.0,1131.5,2200,4000
2023-09-11,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.27,69.28,13.1,21.2,2.14,79.1,1130.0,1131.5,2200,4000
2023-09-12,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.23,47.57,0.9,22.3,2.17,55.9,1130.0,1131.5,2200,4000
2023-09-13,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.29,85.33,7.6,22.0,2.33,95.9,1130.0,1131.5,2200,4000
2023-09-14,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.27,68.98,0.0,20.1,2.46,78.8,1130.0,1131.5,2200,4000
2023-09-15,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.23,47.57,0.0,17.6,2.13,55.9,1130.0,1131.5,2200,4000
2023-09-16,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,36.57,0.0,18.1,2.17,43.8,1130.0,1131.5,2200,4000
2023-09-17,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,37.17,11.3,17.7,2.03,44.5,1130.0,1131.5,2200,4000
2023-09-18,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,34.79,2.9,18.7,2.31,41.9,1130.0,1131.5,2200,4000
2023-09-19,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,34.19,0.0,18.4,1.99,41.2,1130.0,1131.5,2200,4000
2023-09-20,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,36.57,0.0,17.4,2.14,43.8,1130.0,1131.5,2200,4000
2023-09-21,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,39.25,0.0,18.7,2.43,46.8,1130.0,1131.5,2200,4000
2023-09-22,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,45.49,0.0,17.4,2.22,53.6,1130.0,1131.5,2200,4000
2023-09-23,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.25,59.76,24.6,14.2,2.2,69.0,1130.0,1131.5,2200,4000
2023-09-24,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.38,163.83,26.3,17.0,3.15,175.8,1130.0,1131.5,2200,4000
2023-09-25,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.34,126.96,0.6,17.3,2.92,138.7,1130.0,1131.5,2200,4000
2023-09-26,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.32,106.74,2.1,14.6,2.75,118.0,1130.0,1131.5,2200,4000
2023-09-27,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.36,137.66,0.3,14.7,2.59,149.5,1130.0,1131.5,2200,4000
2023-09-28,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.35,131.12,0.0,15.6,2.85,142.9,1130.0,1131.5,2200,4000
2023-09-29,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.32,106.44,1.5,16.7,2.36,117.7,1130.0,1131.5,2200,4000
2023-09-30,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.3,89.2,0.0,18.4,2.75,99.9,1130.0,1131.5,2200,4000
2023-10-01,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.28,74.63,0.0,19.5,2.41,84.7,1130.0,1131.5,2200,4000
2023-10-02,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.25,60.95,0.0,20.2,2.25,70.2,1130.0,1131.5,2200,4000
2023-10-03,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,56.49,0.0,20.4,2.35,65.5,1130.0,1131.5,2200,4000
2023-10-04,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,52.03,0.0,19.9,2.3,60.7,1130.0,1131.5,2200,4000
2023-10-05,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,45.19,0.3,17.6,2.06,53.3,1130.0,1131.5,2200,4000
2023-10-06,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,43.71,1.2,19.6,2.36,51.7,1130.0,1131.5,2200,4000
2023-10-07,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,42.52,8.0,15.8,2.15,50.4,1130.0,1131.5,2200,4000
2023-10-08,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,44.6,0.0,11.7,2.0,52.6,1130.0,1131.5,2200,4000
2023-10-09,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,38.65,1.1,10.9,2.29,46.1,1130.0,1131.5,2200,4000
2023-10-10,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,40.44,0.3,11.4,2.32,48.1,1130.0,1131.5,2200,4000
2023-10-11,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,41.63,0.0,13.8,2.3,49.4,1130.0,1131.5,2200,4000
2023-10-12,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,39.54,0.0,13.7,2.21,47.1,1130.0,1131.5,2200,4000
2023-10-13,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,38.36,0.0,14.5,2.05,45.8,1130.0,1131.5,2200,4000
2023-10-14,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,39.25,6.9,12.7,2.25,46.8,1130.0,1131.5,2200,4000
2023-10-15,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,46.09,11.4,11.5,2.4,54.2,1130.0,1131.5,2200,4000
2023-10-16,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,41.92,0.0,9.8,2.26,49.7,1130.0,1131.5,2200,4000
2023-10-17,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,41.63,0.0,12.9,2.34,49.4,1130.0,1131.5,2200,4000
2023-10-18,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.23,47.27,0.0,11.3,2.12,55.5,1130.0,1131.5,2200,4000
2023-10-19,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.24,53.82,0.0,12.9,2.37,62.6,1130.0,1131.5,2200,4000
2023-10-20,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.23,51.14,1.5,14.6,2.34,59.7,1130.0,1131.5,2200,4000
2023-10-21,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.23,48.76,1.3,13.1,2.06,57.2,1130.0,1131.5,2200,4000
2023-10-22,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,43.41,0.4,11.5,2.01,51.3,1130.0,1131.5,2200,4000
2023-10-23,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,38.95,0.0,9.6,2.07,46.4,1130.0,1131.5,2200,4000
2023-10-24,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,36.57,0.0,10.7,2.14,43.8,1130.0,1131.5,2200,4000
2023-10-25,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.21,37.46,0.0,13.9,2.18,44.8,1130.0,1131.5,2200,4000
2023-10-26,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,35.08,0.0,16.4,2.1,42.2,1130.0,1131.5,2200,4000
2023-10-27,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,34.49,0.0,18.4,2.11,41.5,1130.0,1131.5,2200,4000
2023-10-28,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,34.79,0.0,20.0,2.11,41.9,1130.0,1131.5,2200,4000
2023-10-29,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,36.87,0.3,19.3,2.14,44.2,1130.0,1131.5,2200,4000
2023-10-30,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,31.81,2.1,15.8,2.16,38.5,1130.0,1131.5,2200,4000
2023-10-31,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,32.71,1.9,9.1,2.15,39.5,1130.0,1131.5,2200,4000
2023-11-01,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,32.41,0.0,4.9,2.09,39.2,1130.0,1131.5,2200,4000
2023-11-02,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,30.92,0.0,3.5,2.12,37.5,1130.0,1131.5,2200,4000
2023-11-03,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,30.92,0.0,5.5,2.04,37.5,1130.0,1131.5,2200,4000
2023-11-04,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,30.33,0.0,8.9,2.17,36.9,1130.0,1131.5,2200,4000
2023-11-05,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,29.38,0.0,11.2,2.03,35.8,1130.0,1131.5,2200,4000
2023-11-06,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,30.33,0.0,10.2,2.25,36.9,1130.0,1131.5,2200,4000
2023-11-07,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.18,26.88,0.0,15.5,2.06,33.0,1130.0,1131.5,2200,4000
2023-11-08,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,29.61,0.0,11.6,2.11,36.1,1130.0,1131.5,2200,4000
2023-11-09,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,31.22,0.0,12.8,2.01,37.9,1130.0,1131.5,2200,4000
2023-11-10,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,30.92,8.0,10.0,2.05,37.5,1130.0,1131.5,2200,4000
2023-11-11,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,30.62,0.0,6.6,2.1,37.2,1130.0,1131.5,2200,4000
2023-11-12,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,33.9,0.0,5.8,2.11,40.9,1130.0,1131.5,2200,4000
2023-11-13,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,33.0,0.0,5.4,2.04,39.9,1130.0,1131.5,2200,4000
2023-11-14,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,32.41,0.0,8.3,1.98,39.2,1130.0,1131.5,2200,4000
2023-11-15,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,32.11,0.0,6.6,2.1,38.9,1130.0,1131.5,2200,4000
2023-11-16,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,31.52,0.0,10.0,2.11,38.2,1130.0,1131.5,2200,4000
2023-11-17,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,32.41,0.0,11.9,2.16,39.2,1130.0,1131.5,2200,4000
2023-11-18,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,32.41,2.6,12.1,2.23,39.2,1130.0,1131.5,2200,4000
2023-11-19,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.2,33.0,0.0,6.8,2.07,39.9,1130.0,1131.5,2200,4000
2023-11-20,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.19,32.41,0.0,5.3,1.89,39.2,1130.0,1131.5,2200,4000
2023-11-21,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.22,41.63,20.7,4.9,2.15,49.4,1130.0,1131.5,2200,4000
2023-11-22,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.34,120.71,28.2,10.6,2.49,132.3,1130.0,1131.5,2200,4000
2023-11-23,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.36,144.2,0.0,7.9,2.73,156.1,1130.0,1131.5,2200,4000
2023-11-24,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.5,312.19,0.0,6.0,4.34,320.5,1130.0,1131.5,2200,4000
2023-11-25,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.48,275.32,0.0,2.0,3.97,285.0,1130.0,1131.5,2200,4000
2023-11-26,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.42,203.97,2.0,1.6,3.24,215.5,1130.0,1131.5,2200,4000
2023-11-27,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.37,150.45,1.9,4.5,2.86,162.4,1130.0,1131.5,2200,4000
2023-11-28,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.33,118.04,0.0,-0.1,2.71,129.6,1130.0,1131.5,2200,4000
2023-11-29,YR-QTX,青铜峡,黄河,黄河干流,37.884,105.992,trunk,1126.31,96.33,0.0,-2.6,2.34,107.3,1130.0,1131.5,2200,4000
